NRIC,year,yearly_income,tax_paid,house_rebate,child_rebate,education_rebate
G4661858L,2016,81000,370,900,450,4800
G3649322L,2016,61000,310,600,350,300
G3303712K,2016,85000,700,300,300,300
G3172631K,2016,89000,500,500,950,3400
G2208165J,2016,75000,680,300,50,2800
G1142625B,2016,83000,340,1400,600,1400
G4682371K,2016,85000,690,1800,750,900
G4853462K,2016,95000,960,2100,50,1900
G705043A,2016,66000,720,1200,1150,4200
G1389520J,2016,58000,510,900,350,3900
G3381003L,2016,88000,640,1000,600,4700
G4722277J,2016,63000,380,2500,400,4600
G2827533K,2016,70000,990,2100,1250,2700
G544307K,2016,90000,900,500,600,5000
G5796160K,2016,75000,890,0,850,1500
G1994779B,2016,87000,720,2300,250,3100
G2222418K,2016,56000,330,1200,850,200
G3423368A,2016,85000,350,0,100,0
G5854580A,2016,78000,850,1200,1000,1300
G300884J,2016,62000,1000,2100,250,3700
G1152742B,2016,98000,390,1700,550,1500
G1496709L,2016,59000,470,2400,200,2400
G709458K,2016,45000,840,300,800,1100
G5489269K,2016,48000,740,1500,400,3200
G2709091X,2016,50000,870,200,50,300
G1681642J,2016,70000,880,500,550,1000
G4658119K,2016,58000,410,1900,700,5000
G3447323X,2016,59000,930,2100,1000,100
G3975853L,2016,95000,540,100,700,2900
G756701J,2016,90000,580,700,800,4100
G3454284K,2016,55000,480,2200,250,900
G1523348J,2016,48000,910,1700,550,2700
G2626939K,2016,65000,740,800,900,3800
G3339319X,2016,51000,640,0,850,3100
G392442L,2016,99000,880,1700,0,1400
G785560L,2016,94000,770,300,0,3400
G1119275X,2016,47000,430,1600,600,600
G2152927X,2016,51000,310,100,1050,2200
G1047113L,2016,60000,320,2400,1150,3900
G3740622L,2016,70000,950,1200,550,100
G1456048A,2016,75000,330,1400,850,1000
G3994320J,2016,60000,680,500,1250,3000
G3003937L,2016,60000,990,1200,1150,3800
G5321599X,2016,59000,470,2400,0,1800
G5214039K,2016,46000,520,2300,550,1400
G1325513A,2016,46000,960,2500,50,100
G5905072J,2016,50000,640,2100,300,1800
G1374930A,2016,96000,560,2500,850,200
G728303L,2016,54000,560,1800,400,1200
G5640272L,2016,51000,360,300,550,3200
G1328515B,2016,54000,650,2200,250,4500
G2173508K,2016,96000,410,2500,1050,3500
G4045178B,2016,65000,910,0,400,1300
G4821102L,2016,71000,490,1400,200,4800
G4127100L,2016,66000,570,1100,100,4200
G756201K,2016,56000,640,600,500,4400
G3979708A,2016,73000,730,1100,550,4200
G1657584L,2016,49000,700,2400,1200,4100
G4575595L,2016,80000,550,600,700,3400
G451317L,2016,67000,770,300,400,1200
G4996306J,2016,78000,340,500,0,2800
G1287817A,2016,49000,350,1400,600,2100
G1716797L,2016,96000,690,1300,50,1800
G298985B,2016,61000,760,900,850,3400
G2711177X,2016,71000,930,900,50,2600
G5714099X,2016,74000,890,1000,200,1300
G348429A,2016,80000,710,0,300,5000
G1145926L,2016,54000,830,2000,600,3600
G4845739B,2016,66000,770,500,500,3600
G4079120A,2016,77000,460,1700,1150,500
G2779794K,2016,58000,930,1700,450,200
G1157431X,2016,77000,780,2400,200,1700
G5460606J,2016,58000,320,1800,150,2100
G2618289K,2016,45000,550,300,800,4800
G5212724K,2016,82000,600,2200,1100,1500
G2262592K,2016,100000,490,2400,900,1100
G1335533J,2016,59000,700,2300,1000,2800
G921843K,2016,58000,980,1500,250,3000
G3338642L,2016,87000,790,100,750,500
G2123449K,2016,49000,360,700,1050,1400
G5444175A,2016,51000,570,200,100,4600
G5470519X,2016,67000,860,2500,800,4000
G2340866L,2016,75000,390,500,1100,4900
G1036440K,2016,55000,340,1700,950,2700
G452732K,2016,49000,700,700,900,800
G3880174B,2016,49000,430,900,500,300
G1822774L,2016,46000,970,0,1000,4600
G1180951A,2016,86000,880,1900,200,2800
G3273828J,2016,93000,320,900,0,4100
G5926473L,2016,51000,380,1400,50,2400
G3838147X,2016,57000,330,300,1200,4900
G3664682B,2016,100000,700,2000,500,900
G1826425L,2016,98000,890,1700,300,3000
G2380021K,2016,82000,660,2200,350,900
G4558620X,2016,76000,350,200,350,600
G3831852J,2016,100000,790,1400,600,4400
G695019K,2016,56000,860,300,1250,2000
G5601834L,2016,84000,830,2000,1100,2700
G5767196K,2016,92000,540,2300,950,1300
G2274127A,2016,91000,720,2300,1000,100
G3128929K,2016,86000,610,2300,100,5000
G1119567X,2016,100000,590,2400,450,2000
G4771044J,2016,48000,530,1400,400,3000
G4539353J,2016,51000,630,2400,950,2500
G2834886L,2016,89000,680,300,1050,2000
G2810941L,2016,46000,380,200,1250,2900
G5469588J,2016,55000,590,1000,300,4300
G4560848A,2016,82000,530,0,50,3100
G1851174J,2016,66000,470,2400,300,0
G2426322L,2016,80000,840,1700,1200,900
G1620559L,2016,67000,890,2200,350,1200
G5121396K,2016,50000,940,100,550,3100
G5896983J,2016,80000,650,2300,350,4500
G5726209K,2016,76000,590,1700,650,2800
G942531K,2016,99000,990,1100,350,1400
G2640817K,2016,92000,370,2400,1200,200
G3178840A,2016,85000,400,400,350,2400
G5406164B,2016,82000,930,2200,350,500
G601944X,2016,83000,720,300,100,1300
G4365528L,2016,74000,430,400,400,2800
G3099520L,2016,78000,360,200,500,3200
G2110893J,2016,90000,390,1200,1150,1700
G2296631L,2016,58000,760,1800,50,1000
G2576750A,2016,96000,830,2100,1150,2200
G4665895K,2016,88000,840,1800,800,2200
G2959482L,2016,70000,370,300,1150,900
G2257498K,2016,100000,460,1600,250,300
G3419203J,2016,51000,550,1400,250,4100
G5320444X,2016,71000,390,300,200,2500
G1217926K,2016,46000,480,1100,1250,3400
G4124774A,2016,90000,330,1100,600,400
G5532647B,2016,83000,420,1900,50,3900
G5038698B,2016,97000,440,200,400,3100
G4806674A,2016,47000,360,1400,1050,300
G4127389B,2016,78000,370,0,1000,900
G4551749X,2016,89000,610,800,1200,3800
G446638B,2016,85000,910,2500,900,900
G4090650B,2016,48000,500,2100,200,1700
G1059445X,2016,48000,850,1100,250,2000
G2511537A,2016,55000,580,1700,200,4200
G1923968X,2016,79000,810,700,50,4100
G1436112J,2016,82000,760,200,500,4400
G320148K,2016,96000,1000,1800,0,1700
G390470B,2016,66000,980,1500,600,700
G696654A,2016,48000,800,600,850,3500
G1722068K,2016,97000,720,800,400,1300
G5183306A,2016,62000,630,500,850,2200
G1133501B,2016,65000,380,400,650,0
G443728A,2016,62000,550,1100,1050,4500
G1086362K,2016,54000,950,300,600,1300
G985625J,2016,82000,510,1200,400,3400
G3928029B,2016,47000,720,700,400,4200
G3845892B,2016,58000,840,2100,550,3800
G3016508B,2016,78000,930,1700,600,3100
G329350K,2016,48000,880,900,250,3800
G3768951L,2016,93000,580,1400,1200,3400
G5775066X,2016,93000,680,200,200,4600
G1699728L,2016,55000,940,1500,600,4200
G1099895K,2016,74000,940,1000,1250,4900
G851636K,2016,76000,710,0,200,4900
G5016246L,2016,81000,880,1600,500,1500
G2820262L,2016,51000,450,1000,650,3900
G3481405A,2016,72000,520,200,400,3900
G1348893K,2016,85000,910,100,300,1700
G3094202K,2016,45000,720,100,300,1300
G438495K,2016,61000,310,1900,600,4800
G3907990A,2016,75000,980,1200,1250,4500
G4651763L,2016,50000,910,2400,450,1300
G2317677A,2016,76000,300,1500,750,2200
G5828188B,2016,82000,350,200,950,2900
G265562B,2016,56000,890,1000,300,2800
G4389784J,2016,89000,980,1600,850,1500
G3440780K,2016,49000,350,600,150,900
G3585522L,2016,74000,600,2100,850,2500
G1141772L,2016,62000,930,1300,550,3600
G394416L,2016,90000,310,500,950,4900
G4499251J,2016,94000,370,300,650,1400
G3638882A,2016,65000,990,0,500,4600
G4785333A,2016,53000,620,1800,350,1000
G2781189L,2016,92000,840,2300,300,2500
G5583906B,2016,72000,330,1900,500,3800
G1479316K,2016,93000,300,700,150,1400
G527503J,2016,95000,720,1000,600,2100
G1479605J,2016,80000,650,800,150,3000
G5670457K,2016,67000,390,200,750,4900
G2058040X,2016,51000,960,1300,1250,1300
G5007901L,2016,66000,840,2200,300,800
G2204646J,2016,73000,580,400,550,1700
G319313J,2016,100000,570,500,650,2900
G2591508K,2016,72000,780,1300,700,2000
G5521215X,2016,68000,630,0,1250,800
G2352547K,2016,45000,570,0,450,2800
G2315796L,2016,87000,350,1600,700,1700
G484205L,2016,54000,1000,2500,0,4400
G4680690A,2016,79000,530,1100,900,1100
G1929308B,2016,58000,990,2200,650,600
G1517568K,2016,50000,770,2500,750,3200
G246349L,2016,74000,970,1700,1250,2300
G3404604L,2016,77000,460,1000,600,2400
G704014K,2016,56000,470,200,1150,2700
G627268L,2016,70000,550,1900,1050,2800
G4658936B,2016,83000,690,0,700,3600
G1027631K,2016,65000,360,1600,50,3100
G3734492X,2016,82000,930,800,800,900
G5860524A,2016,83000,960,1100,1050,3500
G1458937B,2016,87000,510,300,100,100
G1895590J,2016,66000,620,1200,900,4000
G1559483L,2016,68000,510,700,550,1700
G2030215J,2016,93000,900,800,750,1600
G2222741X,2016,65000,840,1300,1100,4300
G1040270L,2016,71000,540,1100,100,3600
G4359862L,2016,83000,620,1300,50,1700
G2638964L,2016,62000,330,2300,0,2400
G3579681L,2016,95000,990,1200,1100,4800
G2182596L,2016,55000,750,100,1150,2400
G1349599K,2016,66000,800,600,550,3500
G1043681K,2016,81000,340,2400,700,3400
G984585B,2016,87000,570,400,550,4500
G4928516K,2016,79000,880,1100,1100,3000
G3647832X,2016,62000,310,500,1250,2500
G1498542L,2016,76000,800,1400,250,900
G4466170A,2016,95000,580,1200,350,5000
G3475516A,2016,57000,450,2500,850,3800
G3004037A,2016,62000,440,2300,900,400
G4989165X,2016,48000,340,1700,700,3700
G3527805K,2016,91000,580,900,100,800
G3312866L,2016,85000,570,1400,1000,600
G4707021L,2016,47000,620,1600,650,1600
G479970A,2016,62000,600,1800,100,4600
G3607047L,2016,62000,800,1200,1150,4100
G5439626A,2016,57000,840,2500,1150,2400
G2790851J,2016,88000,1000,200,900,3700
G866210A,2016,50000,310,600,450,4900
G5667834X,2016,60000,890,1900,500,2200
G2121440B,2016,66000,570,1900,500,1600
G5208095X,2016,73000,880,100,750,1600
G449563L,2016,70000,760,400,0,3000
G3525624X,2016,85000,540,2100,750,0
G3931971B,2016,50000,630,1000,750,1300
G3950839L,2016,86000,510,1900,1250,3900
G663175A,2016,55000,950,800,800,600
G2869671X,2016,74000,350,2500,200,800
G4846232L,2016,92000,730,2300,100,1300
G1198021K,2016,63000,650,900,750,2700
G4631050L,2016,47000,390,1600,450,3600
G2513513L,2016,79000,470,1200,350,500
G4665826L,2016,78000,830,2000,800,4900
G5456960A,2016,48000,540,600,200,500
G4070942J,2016,67000,530,600,1000,2600
G4430741J,2016,80000,710,600,1150,1200
G4626328K,2016,65000,430,600,500,3000
G723685X,2016,90000,500,1200,350,4800
G2073708L,2016,63000,870,2000,250,1800
G1189172J,2016,55000,840,1100,350,3300
G3283060B,2016,55000,940,2400,1050,2300
G735259K,2016,60000,550,1200,900,4100
G1054932J,2016,47000,570,100,100,800
G2151654A,2016,46000,530,2300,650,2500
G1019209L,2016,96000,950,0,1200,2200
G1434015X,2016,85000,590,2500,650,1000
G4040210J,2016,66000,610,1800,750,2500
G4047725L,2016,72000,990,300,400,1100
G4454884K,2016,72000,980,0,0,2100
G1567945A,2016,69000,610,1400,1200,3400
G5093222A,2016,69000,610,2200,750,4500
G368168J,2016,64000,940,1700,600,3900
G343440K,2016,89000,450,200,450,4000
G1666608B,2016,85000,730,1400,300,4700
G4732553J,2016,60000,690,900,850,100
G1619985A,2016,64000,630,800,800,2800
G4222656L,2016,91000,630,500,300,100
G469043L,2016,78000,640,200,0,3800
G5222121B,2016,87000,370,1400,1200,3100
G3502001L,2016,70000,500,1600,950,1700
G1641786B,2016,81000,900,100,650,1700
G1379799L,2016,55000,440,2100,150,0
G4171938B,2016,92000,940,1700,450,1300
G704735A,2016,48000,390,2300,150,900
G5340169J,2016,61000,770,1700,1250,3200
G1585103K,2016,95000,730,1200,1250,3700
G2114719A,2016,45000,980,2000,250,3300
G5100333L,2016,55000,810,200,800,3000
G4675294X,2016,80000,660,100,450,4200
G5951169K,2016,58000,860,500,1200,4100
G2424275A,2016,86000,670,900,200,4300
G4139349L,2016,77000,490,2300,600,300
G3949857X,2016,64000,710,100,500,4000
G1039769X,2016,79000,630,200,650,3900
G5008608K,2016,64000,630,2100,550,3600
G1118861K,2016,85000,990,400,400,2200
G3362713J,2016,79000,910,2300,850,1500
G4454454J,2016,89000,440,2300,0,3400
G5533268J,2016,56000,540,2200,1100,4900
G1539075X,2016,84000,400,1700,850,1800
G4022389K,2016,85000,780,2500,1150,4900
G906402A,2016,79000,430,0,1000,600
G624584L,2016,68000,590,1200,0,4000
G2756724A,2016,83000,480,600,0,1800
G612563L,2016,69000,410,1600,0,4800
G1179643L,2016,55000,750,2100,650,300
G4558434B,2016,68000,490,1600,150,2600
G5253828B,2016,59000,960,1000,600,2900
G3395633K,2016,68000,770,1500,1000,2300
G5694306K,2016,84000,460,2100,500,3200
G1437494B,2016,68000,840,1600,1100,4400
G822509K,2016,79000,840,1000,600,2800
G2967635J,2016,98000,560,1600,1100,4200
G677539J,2016,58000,980,500,350,3900
G634820A,2016,68000,760,100,100,2700
G4280265A,2016,71000,480,2400,1000,5000
G2442720L,2016,60000,830,1600,200,2500
G1004542J,2016,46000,940,1900,700,4500
G563806L,2016,54000,790,0,750,2500
G755686J,2016,62000,710,2000,150,2200
G2251619X,2016,53000,730,300,1050,3500
G5901793X,2016,66000,730,1300,850,3600
G1425003K,2016,61000,610,1600,550,1300
G5617442K,2016,100000,910,1500,600,1000
G2397898X,2016,73000,830,1800,500,1700
G2162045L,2016,63000,340,500,1000,4100
G2929238A,2016,46000,570,1100,450,3800
G4524615X,2016,50000,760,200,850,3900
G3020497X,2016,65000,710,2500,900,600
G2897715K,2016,82000,820,1800,100,3800
G4754775K,2016,70000,450,1900,300,3600
G2148830K,2016,86000,640,1300,1000,1800
G2324774B,2016,58000,420,2300,1200,3800
G1712995J,2016,67000,420,1800,950,500
G1526535X,2016,82000,990,400,1200,2000
G4928768B,2016,83000,660,1700,350,4600
G742271K,2016,74000,550,2500,350,400
G617099X,2016,91000,490,1200,800,1100
G1387827K,2016,46000,860,1900,400,1200
G5740216L,2016,53000,650,2400,1200,4100
G4763280K,2016,68000,980,1000,300,3600
G5666762J,2016,93000,340,300,300,3100
G3750023J,2016,95000,490,200,700,3800
G4808477J,2016,54000,330,1000,50,1500
G1131817K,2016,94000,910,700,1100,4600
G1660055A,2016,54000,760,1200,1200,3100
G2256383J,2016,74000,630,1700,500,2900
G1796769K,2016,89000,470,800,150,4000
G1356980X,2016,58000,630,500,1150,3400
G4932396B,2016,58000,790,1600,350,2600
G5042296K,2016,89000,550,600,550,700
G758343K,2016,46000,900,1100,0,2900
G2618397X,2016,93000,970,700,800,1900
G585086X,2016,84000,590,1000,150,4100
G1218807B,2016,46000,980,1000,300,1600
G2955457J,2016,55000,760,900,950,3800
G3290255K,2016,57000,660,1900,900,2300
G5814827L,2016,75000,600,900,900,4700
G2351180K,2016,80000,530,100,800,100
G3539095A,2016,87000,890,1000,350,0
G3389411J,2016,97000,600,200,800,3600
G4536888A,2016,48000,870,2500,400,3300
G5892925B,2016,87000,1000,1800,450,3000
G5475818K,2016,60000,750,2200,50,600
G3415222J,2016,67000,410,600,150,100
G3634409X,2016,73000,640,1000,500,3300
G881997K,2016,68000,320,100,700,900
G671706K,2016,100000,480,1000,750,400
G4117784K,2016,72000,750,1200,150,500
G3104071B,2016,90000,540,500,50,2800
G3767421X,2016,72000,990,1900,950,2100
G1916055L,2016,61000,300,1500,800,4600
G883685B,2016,50000,420,400,50,4800
G976236A,2016,45000,400,1100,850,2500
G416094L,2016,95000,830,300,450,2800
G5724470L,2016,93000,780,1200,650,3400
G1271950K,2016,59000,560,1600,650,1100
G4326640K,2016,51000,930,2300,950,800
G5068916A,2016,46000,630,1800,150,1600
G5963385J,2016,81000,490,1300,150,100
G659815L,2016,50000,460,1700,700,2300
G274679X,2016,99000,730,700,1050,3400
G4628679K,2016,73000,660,900,350,300
G5365748L,2016,95000,390,1700,1050,1300
G3474468L,2016,84000,940,500,200,2600
G600683J,2016,79000,650,800,50,100
G3727176K,2016,58000,740,500,400,900
G4519228K,2016,62000,380,1400,250,4800
G1277441B,2016,66000,510,1400,400,3000
G4357942K,2016,50000,680,600,700,4700
G2669700B,2016,76000,670,400,400,3500
G3653762L,2016,53000,1000,2300,650,1600
G5135520A,2016,81000,320,600,800,4600
G1371160L,2016,93000,980,2500,450,1000
G2922249X,2016,74000,910,0,850,4200
G4730637J,2016,63000,350,500,100,200
G5161670K,2016,85000,930,800,600,4200
G1304354L,2016,94000,660,900,50,4400
G468706J,2016,98000,890,2000,950,2100
G3970896B,2016,50000,340,500,1000,1900
G5136011K,2016,80000,680,1300,1100,3400
G3841907L,2016,46000,820,400,50,1400
G3090176J,2016,45000,340,1200,350,800
G5059850J,2016,83000,960,1000,1200,4300
G3886467L,2016,97000,760,1700,800,4800
G3872068K,2016,91000,360,1700,350,1300
G1433121K,2016,50000,620,0,1050,2900
G2738264L,2016,97000,680,2400,1000,2900
G1638081A,2016,78000,970,2100,100,4600
G1972896X,2016,65000,340,1300,1250,400
G2446849K,2016,70000,570,200,900,2500
G2740922X,2016,98000,940,1800,750,3800
G5480037K,2016,87000,960,700,950,1900
G3148865X,2016,98000,980,2100,800,4000
G2343230B,2016,79000,680,300,500,2600
G1600690B,2016,91000,600,1400,1250,1200
G1066342B,2016,52000,820,1100,100,1800
G3658057K,2016,57000,810,2500,800,2100
G2948081A,2016,49000,1000,100,500,1400
G4294844A,2016,68000,400,900,350,1100
G1649188X,2016,63000,970,200,200,3300
G2965445K,2016,79000,770,900,1150,4500
G2865403K,2016,73000,690,600,300,3300
G813201L,2016,99000,490,100,900,1800
G5067792B,2016,51000,670,2500,1150,0
G995627A,2016,54000,310,0,1000,2900
G3110270L,2016,58000,900,1200,500,4000
G985297J,2016,65000,480,800,1150,1300
G2120886X,2016,69000,530,1600,400,600
G5862802L,2016,90000,830,1100,850,800
G5463134A,2016,94000,710,0,1200,2000
G849923K,2016,80000,990,2300,1200,1100
G1252413K,2016,92000,990,1700,900,1700
G4993665L,2016,74000,490,600,0,900
G2440412K,2016,70000,530,0,700,2900
G1477497J,2016,73000,860,1700,350,4900
G5315477X,2016,78000,980,2500,50,1000
G3042429J,2016,80000,520,0,150,1400
G660917X,2016,85000,650,900,300,4500
G3503713K,2016,80000,320,500,650,1600
G1818661L,2016,45000,810,600,900,3800
G4421595X,2016,77000,880,1400,0,3600
G2510601B,2016,86000,800,400,150,1000
G2002980K,2016,81000,840,900,100,4500
G1477427K,2016,73000,870,1000,800,2100
G3404384A,2016,85000,810,1500,900,1300
G4939136L,2016,46000,760,700,750,0
G2554697X,2016,99000,570,1700,1100,3000
G3876865K,2016,64000,650,1700,350,4700
G5532492L,2016,66000,740,0,1050,2200
G3213954K,2016,85000,470,700,200,600
G1461636K,2016,100000,570,2000,0,3500
G396101L,2016,70000,790,300,1100,1900
G1514017L,2016,65000,900,1700,450,4600
G1992464L,2016,100000,410,2400,250,2900
G1459618K,2016,50000,410,300,550,2200
G1905609L,2016,84000,760,1300,50,1900
G5938306K,2016,83000,400,1500,850,1200
G5775089B,2016,96000,880,500,500,1900
G2605516L,2016,54000,580,1900,1200,3600
G4940184K,2016,98000,860,800,1000,1700
G5219357B,2016,74000,900,1500,1050,100
G4873523K,2016,100000,490,2000,200,2900
G1682642K,2016,79000,580,1400,1050,400
G5876020B,2016,47000,370,1200,1050,2700
G5185257K,2016,82000,450,1800,950,4000
G4680497K,2016,45000,590,800,600,2500
G4332890K,2016,60000,610,600,1050,2800
G5717434L,2016,63000,360,2400,1250,1700
G5230302L,2016,82000,820,2000,1100,2600
G441049L,2016,50000,670,1500,850,3300
G1044099K,2016,84000,630,1600,1000,4600
G2789209X,2016,80000,900,2100,850,1200
G2978658L,2016,54000,420,400,700,3600
G1579545L,2016,65000,550,0,100,2200
G1843579X,2016,51000,500,1700,700,3600
G4707004J,2016,50000,350,800,850,2800
G2471091A,2016,93000,800,2200,0,4400
G4796656K,2016,69000,600,700,50,4500
G1485636A,2016,57000,590,500,700,4300
G4760978J,2016,87000,340,1500,100,1400
G1591594K,2016,87000,970,1400,1250,0
G5699880K,2016,50000,900,1400,50,5000
G2239420X,2016,81000,920,1500,150,0
G2508008X,2016,98000,540,0,1050,4900
G4363828K,2016,76000,950,900,800,3100
G4844286X,2016,45000,560,1200,1050,1300
G2093679L,2016,63000,850,2300,900,3500
G2422284K,2016,60000,620,2400,850,1800
G4763160L,2016,50000,770,1900,750,4900
G1954950L,2016,98000,660,700,150,400
G2314309L,2016,75000,930,600,250,1500
G2860370L,2016,83000,430,1400,1150,1300
G667031B,2016,53000,520,2400,700,3400
G3238674X,2016,52000,470,200,150,800
G3341897K,2016,99000,1000,2300,900,4900
G789787X,2016,70000,840,400,150,500
G767212A,2016,82000,460,1700,650,500
G642155J,2016,100000,790,1200,1150,1800
G2789027X,2016,81000,760,700,1000,1300
G410749K,2016,91000,560,700,1000,3300
G2076531A,2016,81000,900,2500,850,3200
G4301819L,2016,91000,760,1300,500,1200
G2587977L,2016,67000,360,2400,50,900
G4548370B,2016,61000,840,700,800,800
G927346L,2016,73000,870,200,600,4300
G5499229K,2016,72000,680,2300,800,2100
G879604L,2016,98000,430,600,750,2400
G2792450J,2016,86000,710,1400,50,3800
G2794114L,2016,100000,970,1500,1000,4800
G4503685J,2016,47000,730,300,800,300
G4767793J,2016,76000,830,2300,550,4100
G1671657J,2016,87000,380,2500,600,3000
G1346873B,2016,55000,400,2200,1100,4300
G3234924K,2016,69000,660,2400,350,2600
G1692967J,2016,73000,340,1200,50,1200
G4638002A,2016,70000,840,2200,1250,1700
G5906217B,2016,93000,850,500,100,3700
G1414051B,2016,90000,900,1900,1050,100
G4079222L,2016,87000,480,1600,850,3600
G569419L,2016,99000,860,2100,1000,4900
G906793X,2016,81000,780,2000,300,1300
G4640437K,2016,62000,700,900,800,2100
G2089983B,2016,49000,890,1500,350,4800
G1425478K,2016,91000,870,600,900,3400
G4321263B,2016,72000,340,1000,1250,4100
G4189308K,2016,70000,990,2200,850,2800
G4993191K,2016,62000,580,2300,200,4600
G301792K,2016,53000,350,1900,0,3200
G1706881B,2016,66000,890,1500,700,300
G2806134K,2016,85000,630,800,700,3700
G3677155A,2016,84000,1000,2500,400,2800
G1727028B,2016,77000,420,1000,550,1500
G3675067J,2016,71000,920,800,200,4200
G5170789A,2016,65000,840,1300,400,2300
G3713548L,2016,92000,380,0,1200,2100
G3166823A,2016,53000,890,1600,50,3500
G4139513K,2016,87000,300,2400,0,4100
G3005920K,2016,96000,400,1400,200,200
G5886077J,2016,88000,300,1600,1250,4000
G4839139L,2016,66000,460,2200,550,1600
G3394013A,2016,48000,960,1500,1050,400
G5049128B,2016,95000,510,700,550,4100
G3373260B,2016,64000,360,1400,850,3300
G5768237K,2016,90000,910,2300,1000,2900
G1128507L,2016,51000,350,400,700,5000
G3377953B,2016,92000,680,2000,800,2400
G5510622A,2016,88000,410,1600,650,800
G5921173A,2016,98000,840,2000,1050,4100
G4335559B,2016,64000,730,1800,850,4400
G3196722L,2016,84000,960,2000,750,3100
G4119892B,2016,88000,620,2500,1000,1400
G2885192A,2016,77000,890,2200,50,4800
G3057583L,2016,88000,950,2200,500,3700
G4216088X,2016,87000,610,1100,100,900
G897664L,2016,83000,430,300,650,2800
G5813144K,2016,87000,820,800,50,1500
G4003905L,2016,99000,690,2400,1150,1000
G244740K,2016,85000,550,600,800,4100
G5533439L,2016,48000,980,2300,1200,2400
G1730988J,2016,73000,1000,1900,1200,2800
G4924196A,2016,64000,500,0,450,3300
G1138532J,2016,86000,970,1900,300,700
G4068402K,2016,87000,330,1600,300,1300
G2241742L,2016,91000,710,1200,400,3100
G5936696L,2016,49000,540,100,450,1000
G3339421L,2016,56000,400,2300,50,4700
G2627359A,2016,46000,490,1800,100,900
G3950273L,2016,71000,850,1200,600,4500
G4107202X,2016,65000,720,1300,1150,2700
G5187729A,2016,67000,970,2400,1000,4800
G5217475B,2016,59000,530,1400,150,2500
G3623198L,2016,69000,750,1300,300,2600
G5236636A,2016,57000,390,2200,50,1000
G3592544J,2016,87000,530,600,1150,3200
G2152649L,2016,100000,850,2300,950,1800
G2014437B,2016,99000,530,1900,400,900
G981978J,2016,96000,350,400,0,4300
G3796716X,2016,52000,540,2400,500,4000
G4054487J,2016,86000,410,2400,1200,500
G5220043K,2016,99000,500,700,1100,300
G4509343K,2016,98000,920,1100,100,4400
G3738335A,2016,78000,700,2400,850,700
G1240928J,2016,73000,710,300,50,3800
G3487355L,2016,45000,690,1500,1250,4300
G2645127K,2016,72000,870,1500,1000,1200
G2449479X,2016,59000,680,300,600,3800
G4981675A,2016,50000,480,2200,550,2300
G3129085K,2016,74000,440,2500,250,2900
G5823493A,2016,62000,760,1600,1000,3700
G1446451B,2016,76000,450,1700,100,900
G4500557J,2016,53000,720,1500,300,3900
G4983301B,2016,87000,580,1200,0,2200
G3675760L,2016,54000,880,500,1250,2200
G4297123X,2016,51000,380,1200,550,1500
G3135754B,2016,64000,590,1300,1050,3200
G797759B,2016,74000,710,100,700,2400
G4814761B,2016,55000,470,2200,300,4200
G4651225J,2016,47000,590,1200,450,2500
G4324393K,2016,86000,740,900,400,2600
G3341430X,2016,74000,520,0,1100,1200
G608858X,2016,74000,450,2000,1200,2500
G4547710K,2016,56000,850,1500,650,300
G1457086K,2016,45000,590,2300,600,3200
G1248106L,2016,100000,890,600,750,900
G382389K,2016,72000,530,300,350,3300
G4185679B,2016,87000,610,2200,200,2400
G4878248K,2016,78000,440,0,650,3200
G4277599K,2016,93000,950,1600,600,300
G1831020K,2016,95000,480,2300,650,0
G4421888L,2016,73000,400,1200,1100,3600
G5599196K,2016,74000,310,500,1100,4200
G4681846A,2016,76000,700,300,550,4200
G563908B,2016,97000,860,300,500,2200
G2032415K,2016,92000,810,800,1200,1300
G2450835B,2016,71000,790,2200,850,3700
G951571B,2016,99000,460,0,550,2400
G3690377L,2016,90000,800,1400,500,2600
G1915108A,2016,85000,310,1900,1050,3600
G962123L,2016,78000,410,1700,400,2800
G5764689B,2016,65000,710,2000,700,3800
G1896460B,2016,48000,890,2500,0,3600
G1713009K,2016,54000,320,1200,500,3400
G2946565J,2016,76000,790,2500,900,1900
G5642799L,2016,61000,400,1500,1250,900
G360956K,2016,87000,910,700,850,4700
G2748612K,2016,57000,310,200,1100,2700
G3586545B,2016,79000,780,1700,350,1800
G3984171L,2016,88000,740,1600,300,2400
G4831660A,2016,71000,880,1500,550,2900
G2505832L,2016,100000,580,1700,1100,4300
G5653715L,2016,50000,670,1800,1000,500
G1824474K,2016,63000,880,2500,900,3700
G2316927K,2016,70000,920,2300,100,400
G2885768K,2016,89000,650,0,200,3800
G2015398L,2016,57000,630,1500,650,3700
G3282587A,2016,45000,310,1400,800,1300
G1451910A,2016,61000,850,200,700,4900
G3958449K,2016,70000,400,300,750,700
G2668637K,2016,52000,470,1700,0,1700
G472930L,2016,80000,970,1200,1250,2800
G2437821J,2016,100000,560,500,1100,3100
G1336532K,2016,90000,390,200,650,1600
G3302618B,2016,99000,850,1700,1000,400
G1855776X,2016,67000,970,1100,700,1800
G477791A,2016,62000,880,1300,600,1100
G423451L,2016,91000,560,2400,1050,100
G2910176B,2016,70000,990,1700,650,300
G784421K,2016,63000,560,1200,500,2800
G4659406X,2016,65000,960,2500,800,4700
G5112171A,2016,93000,550,300,450,400
G1315697L,2016,59000,750,1200,350,2900
G3232380K,2016,68000,820,2100,100,900
G1336027X,2016,60000,470,1900,500,0
